,Island,P.locat,NP,GP,BFj,BUj,lon,lat,site,LCC,,site2
838,Majuro,patch,8.534696043,8.473803017,0.004396326,0,171.17062,7.14869,22,362,,171.17062
835,Majuro,patch,12.60948852,12.55577694,0.01157777,0,171.17062,7.14869,22,645,,171.17062
837,Majuro,patch,13.33908103,13.28156823,0.007776546,0,171.17062,7.14869,22,649,,171.17062
836,Majuro,patch,14.05873255,14.00281598,0.009372779,0,171.17062,7.14869,22,602,,171.17062
840,Majuro,patch,15.17047773,15.11465484,0.00946647,0,171.17062,7.14869,22,714,,171.17062
839,Majuro,patch,17.74648989,17.68512602,0.003925479,0,171.17062,7.14869,22,898,,171.17062
757,Majuro,outer,4.342757119,4.287092733,0.004932502,0.004692464,171.18855,7.06393,9,152,,171.18855
762,Majuro,outer,6.995593083,6.937443353,0.002216786,0.004922835,171.18855,7.06393,9,203,,171.18855
759,Majuro,outer,7.069387881,7.021396575,0.015762417,0.001535628,171.18855,7.06393,9,184,,171.18855
761,Majuro,outer,7.556548797,7.630523962,0.138105655,0.001158862,171.18855,7.06393,9,396,,171.18855
760,Majuro,outer,9.536013713,9.482706617,0.010608145,0.00137411,171.18855,7.06393,9,230,,171.18855
758,Majuro,outer,14.21631073,14.16798773,0.016966355,0,171.18855,7.06393,9,333,,171.18855
818,Majuro,patch,0.735726659,0.72034352,0.049906213,0,171.19617,7.07186,19,22,,171.19617
817,Majuro,patch,1.863166498,1.802508422,0.004631276,0,171.19617,7.07186,19,56,,171.19617
820,Majuro,patch,2.112830292,2.060787877,0.013246937,0,171.19617,7.07186,19,101,,171.19617
822,Majuro,patch,2.235995954,2.170983445,0.000276843,0,171.19617,7.07186,19,78,,171.19617
821,Majuro,patch,2.331308179,2.27522769,0.009208863,0,171.19617,7.07186,19,110,,171.19617
819,Majuro,patch,3.688464115,3.700286955,0.077112192,0,171.19617,7.07186,19,106,,171.19617
851,Majuro,patch,0.065289352,0,0,0,171.23495,7.15165,24,0,,171.23495
852,Majuro,patch,0.109052814,0.062369914,0.01855309,5.34E-05,171.23495,7.15165,24,17,,171.23495
849,Majuro,patch,0.355299544,0.295457146,0.005342852,0.000104102,171.23495,7.15165,24,5,,171.23495
847,Majuro,patch,0.593667261,0.52837791,0,0,171.23495,7.15165,24,35,,171.23495
848,Majuro,patch,1.177720602,1.11243125,0,0,171.23495,7.15165,24,72,,171.23495
850,Majuro,patch,1.254971457,1.192709794,0.002852873,0.000174816,171.23495,7.15165,24,78,,171.23495
710,Majuro,outer,7.512890838,7.455288939,0.002194325,0.005493128,171.26166,7.125035,1,304,,171.26166
709,Majuro,outer,9.748308692,9.707294907,0.022834087,0.001441479,171.26166,7.125035,1,352,,171.26166
712,Majuro,outer,10.0114698,9.954487228,0.004078192,0.004228591,171.26166,7.125035,1,340,,171.26166
714,Majuro,outer,10.1525566,10.10044685,0.006701898,0.006477713,171.26166,7.125035,1,330,,171.26166
713,Majuro,outer,11.92857984,11.86908922,0.003751102,0.00204763,171.26166,7.125035,1,373,,171.26166
711,Majuro,outer,16.12253137,16.06749579,0.005414084,0.00483968,171.26166,7.125035,1,311,,171.26166
769,Majuro,outer,3.710457948,3.653539694,0.008196281,0.000174816,171.32024,7.12688,11,131,,171.32024
770,Majuro,outer,4.808579663,4.74385606,0.000440841,0.000124907,171.32024,7.12688,11,185,,171.32024
772,Majuro,outer,6.137032487,6.074370137,0.002469538,0.000157464,171.32024,7.12688,11,216,,171.32024
774,Majuro,outer,7.959901516,7.947164635,0.051665374,0.000887096,171.32024,7.12688,11,262,,171.32024
771,Majuro,outer,10.439859,10.38070457,0.005426087,0.000708828,171.32024,7.12688,11,372,,171.32024
773,Majuro,outer,11.61827647,11.56789368,0.014274562,0.000632004,171.32024,7.12688,11,402,,171.32024
833,Majuro,patch,0.122289994,0.057000642,0,0,171.32072,7.12068,21,8,,171.32072
834,Majuro,patch,0.172165555,0.106876204,0,0,171.32072,7.12068,21,15,,171.32072
832,Majuro,patch,1.249075878,1.183786526,0,0,171.32072,7.12068,21,59,,171.32072
831,Majuro,patch,2.256955797,2.191666445,0,0,171.32072,7.12068,21,109,,171.32072
830,Majuro,patch,2.674561219,2.611777679,0.002109807,0.000396005,171.32072,7.12068,21,153,,171.32072
829,Majuro,patch,3.013440242,2.979700614,0.031549724,0,171.32072,7.12068,21,175,,171.32072
797,Majuro,patch,0.065289352,0,0,0,171.32727,7.11898,15,0,,171.32727
798,Majuro,patch,0.065289352,0,0,0,171.32727,7.11898,15,0,,171.32727
793,Majuro,patch,0.155779196,0.090489844,0,0,171.32727,7.11898,15,4,,171.32727
796,Majuro,patch,0.328695581,0.264654688,0.001248459,0,171.32727,7.11898,15,16,,171.32727
795,Majuro,patch,0.507591716,0.442302364,0,0,171.32727,7.11898,15,15,,171.32727
794,Majuro,patch,0.911536575,0.846247223,0,0,171.32727,7.11898,15,45,,171.32727
749,Majuro,outer,9.431110172,9.376170012,0.010349192,0,171.34102,7.12702,7,327,,171.34102
746,Majuro,outer,9.745917639,9.682544873,0.000974591,0.000941995,171.34102,7.12702,7,466,,171.34102
747,Majuro,outer,12.47325967,12.41080744,0.001663083,0.001174039,171.34102,7.12702,7,320,,171.34102
745,Majuro,outer,12.61187294,12.56906227,0.022457873,2.08E-05,171.34102,7.12702,7,482,,171.34102
750,Majuro,outer,13.70416434,13.66288674,0.024011748,0,171.34102,7.12702,7,436,,171.34102
748,Majuro,outer,13.85207775,13.791722,0.004933603,0,171.34102,7.12702,7,439,,171.34102
